emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
53,100,222,419,631,531,55,41
54,102,217,457,616,509,58,44
54,106,223,469,626,460,56,45
73,114,301,586,709,484,70,47
73,111,297,534,662,540,71,48
77,126,318,561,681,563,71,52
56,95,216,461,713,461,55,43
53,94,207,411,636,510,54,42
53,97,215,426,675,537,56,42
50,97,201,403,635,477,51,39
53,100,222,419,631,531,55,41
54,102,217,457,616,509,58,44
54,106,223,469,626,460,56,45
64,124,270,558,654,510,71,56
67,123,270,621,805,535,76,60
60,105,230,598,783,469,72,57
58,100,257,577,747,473,66,52
58,99,256,577,740,477,65,53
53,80,217,503,696,481,55,44
48,77,224,443,487,437,46,40
49,80,231,475,549,443,47,38
55,81,229,471,533,482,52,45
57,83,242,495,606,474,54,46
54,81,231,487,586,360,49,43
56,82,234,476,573,370,50,43
54,78,225,442,553,364,49,43
47,72,198,403,580,319,44,38
44,77,187,386,574,399,50,38
44,72,178,376,597,399,47,34
39,68,169,410,602,410,44,32
40,68,167,460,672,409,41,33
43,72,163,437,653,432,42,32
40,61,149,419,672,363,40,31
54,81,231,487,586,360,49,43
56,82,234,476,573,370,50,43
54,78,225,442,553,364,49,43
47,72,198,403,580,319,44,38
44,77,187,386,574,399,50,38
44,72,178,376,597,399,47,34
39,68,169,410,602,410,44,32
40,68,167,460,672,409,41,33
43,72,163,437,653,432,42,32
40,61,149,419,672,363,40,31
35,57,134,382,615,342,38,30
36,56,124,352,655,309,38,30
32,50,117,279,577,283,40,30
23,36,94,279,592,224,36,26
25,36,84,255,505,195,33,26
26,39,80,254,489,187,34,25
25,37,66,219,423,195,33,24
26,39,55,163,362,194,35,40
29,43,60,145,256,177,59,44
27,39,78,140,216,193,100,44
28,37,80,127,187,176,170,85
30,39,84,110,161,154,197,96
27,41,105,112,193,193,203,94
25,45,110,97,190,206,206,93
29,48,97,94,196,198,222,103
29,54,97,94,207,190,181,79
31,55,98,100,277,194,173,86
30,51,74,90,258,155,169,84
30,43,57,92,267,151,168,85
26,40,54,97,267,143,175,76
28,37,80,127,187,176,170,85
30,39,84,110,161,154,197,96
27,41,105,112,193,193,203,94
25,45,110,97,190,206,206,93
29,48,97,94,196,198,222,103
29,54,97,94,207,190,181,79
31,55,98,100,277,194,173,86
30,51,74,90,258,155,169,84
30,43,57,92,267,151,168,85
26,40,54,97,267,143,175,76
22,30,49,96,258,150,169,74
18,28,41,74,159,145,149,61
20,28,37,69,148,181,146,60
20,28,35,68,142,180,139,57
21,29,33,64,146,191,58,53
21,27,29,66,177,185,54,49
21,26,29,62,169,192,47,31
19,23,25,49,152,173,37,27
18,25,24,44,147,176,48,31
18,26,24,44,162,165,75,35
19,27,25,40,149,169,81,38
17,27,23,42,150,157,84,41
17,27,23,42,153,125,85,40
17,27,26,39,149,81,78,37
16,23,26,33,117,61,49,33
16,23,24,37,96,43,39,24
16,22,23,38,88,49,31,17
18,21,24,43,95,46,32,21
18,20,22,43,91,49,23,22
20,21,21,50,117,48,21,19
19,27,25,40,149,169,81,38
17,27,23,42,150,157,84,41
17,27,23,42,153,125,85,40
17,27,26,39,149,81,78,37
16,23,26,33,117,61,49,33
16,23,24,37,96,43,39,24
16,22,23,38,88,49,31,17
18,21,24,43,95,46,32,21
18,20,22,43,91,49,23,22
20,21,21,50,117,48,21,19
20,21,23,44,108,48,18,19
21,22,25,42,105,39,18,19
19,22,25,37,98,34,15,14
17,22,24,41,109,22,16,14
18,25,24,35,72,40,16,15
17,23,24,41,77,42,18,16
15,25,22,44,90,42,17,18
16,25,24,47,90,45,17,21
18,26,26,45,107,48,18,21
16,23,28,46,124,35,18,20
18,25,27,43,131,32,18,21
21,25,28,39,125,33,19,19
21,24,27,34,122,34,19,17
20,20,23,33,101,32,20,16
22,20,22,35,91,31,19,15
21,18,23,34,77,32,22,15
20,20,25,45,122,33,22,16
20,21,25,49,137,28,21,14
21,21,26,50,136,26,20,16
19,20,24,51,139,27,21,16
55,174,325,1274,1005,568,79,44
57,153,261,1130,904,491,81,74
63,141,256,1183,927,507,78,85
63,147,275,1100,982,467,85,87
58,144,264,1113,1020,498,95,91
55,127,237,1065,993,504,95,91
51,112,251,1066,1075,489,93,71
45,104,235,1052,964,463,88,57
43,91,200,1081,958,486,87,57
45,104,214,1040,928,455,82,90
47,126,225,1151,958,507,79,91
49,132,222,1121,898,504,82,94
47,128,214,1090,951,472,82,111
45,134,216,1090,904,495,86,112
46,133,220,1140,849,483,85,85
48,138,230,1166,822,414,86,109
43,125,213,1186,824,466,88,106
45,139,207,1166,863,505,86,90
45,138,203,1115,966,456,77,90
40,127,191,1114,996,446,70,89
38,118,175,979,999,474,74,53
40,130,170,923,1039,440,68,98
38,118,168,895,1014,427,68,114
40,114,165,904,906,407,71,117
40,116,153,789,843,400,74,119
38,97,151,763,836,349,65,120
37,93,170,753,761,329,70,116
34,88,163,795,757,313,66,99
31,115,162,855,792,349,65,118
33,117,160,907,773,342,61,120
38,118,175,979,999,474,74,53
40,130,170,923,1039,440,68,98
38,118,168,895,1014,427,68,114
40,114,165,904,906,407,71,117
40,116,153,789,843,400,74,119
38,97,151,763,836,349,65,120
37,93,170,753,761,329,70,116
34,88,163,795,757,313,66,99
31,115,162,855,792,349,65,118
33,117,160,907,773,342,61,120
36,121,167,920,774,358,65,121
35,140,150,915,714,379,59,116
37,167,151,877,638,359,57,116
36,149,146,805,689,341,52,94
35,149,147,697,690,339,52,110
30,146,130,687,642,314,55,114
30,142,149,859,731,309,51,91
31,111,142,876,831,363,63,109
31,145,152,943,834,394,69,110
33,141,142,980,905,432,68,94
34,140,145,960,986,436,69,87
35,119,122,846,961,409,70,86
37,120,147,917,888,410,68,101
36,111,146,917,888,401,64,128
37,167,145,909,831,379,64,128
37,172,137,914,783,369,56,129
37,172,140,936,825,424,54,128
35,176,122,853,862,409,46,99
34,158,112,827,861,402,40,100
34,112,113,843,934,416,45,122
34,140,145,960,986,436,69,87
35,119,122,846,961,409,70,86
37,120,147,917,888,410,68,101
36,111,146,917,888,401,64,128
37,167,145,909,831,379,64,128
37,172,137,914,783,369,56,129
37,172,140,936,825,424,54,128
35,176,122,853,862,409,46,99
34,158,112,827,861,402,40,100
34,112,113,843,934,416,45,122
35,137,140,986,958,423,49,126
35,170,149,981,905,399,54,130
39,179,162,979,918,373,64,131
40,178,162,908,886,350,68,115
38,168,171,895,853,320,66,126
38,164,157,829,870,345,66,126
39,168,147,761,926,372,65,127
33,169,137,775,905,412,60,125
35,177,138,773,925,437,61,116
36,187,131,795,1000,427,59,141
34,181,128,677,1004,414,57,144
35,148,135,844,948,391,55,141
35,133,127,850,902,377,53,141
32,121,121,882,856,402,52,161
30,122,124,816,731,421,54,132
33,110,131,928,660,484,56,131
34,144,126,828,680,481,64,131
34,140,124,797,688,499,66,132
39,153,127,799,711,471,67,121
40,139,124,828,783,478,70,98
34,181,128,677,1004,414,57,144
35,148,135,844,948,391,55,141
35,133,127,850,902,377,53,141
32,121,121,882,856,402,52,161
30,122,124,816,731,421,54,132
33,110,131,928,660,484,56,131
34,144,126,828,680,481,64,131
34,140,124,797,688,499,66,132
39,153,127,799,711,471,67,121
40,139,124,828,783,478,70,98
39,136,111,698,819,408,69,114
35,127,122,677,817,420,65,115
34,132,120,734,819,402,57,117
28,123,138,822,897,411,53,100
29,133,140,876,906,532,55,95
29,135,142,950,935,554,58,61
32,111,141,905,916,530,58,99
37,147,148,872,909,518,63,101
40,152,143,853,803,496,63,99
39,146,139,768,819,343,59,100
37,156,139,679,781,358,72,114
36,149,134,792,813,364,70,95
37,170,133,761,854,389,76,119
35,174,124,686,853,381,75,120
36,180,125,772,807,431,73,134
36,166,121,798,860,392,63,122
38,174,110,672,949,413,63,134
33,135,99,682,957,421,60,123
34,120,92,642,978,429,58,137
34,109,89,608,944,398,64,128
37,156,139,679,781,358,72,114
36,149,134,792,813,364,70,95
37,170,133,761,854,389,76,119
35,174,124,686,853,381,75,120
36,180,125,772,807,431,73,134
36,166,121,798,860,392,63,122
38,174,110,672,949,413,63,134
33,135,99,682,957,421,60,123
34,120,92,642,978,429,58,137
34,109,89,608,944,398,64,128
36,134,105,623,872,404,67,130
33,147,117,645,806,388,74,132
32,134,122,692,782,358,72,125
31,134,126,756,760,398,75,117
35,137,125,718,846,413,76,116
36,125,117,766,868,415,72,115
36,131,109,768,824,407,69,114
35,126,122,796,873,396,66,127
34,134,117,782,887,384,66,134
29,134,129,760,950,339,59,130
26,136,136,747,928,326,56,130
27,112,133,762,966,333,57,143
33,159,133,761,1027,355,57,140
32,157,143,778,995,333,57,133
35,161,132,833,902,370,60,133
36,162,121,743,891,374,62,139
37,156,118,785,860,392,57,127
34,122,114,722,744,363,53,118
35,142,109,785,813,391,57,109
36,155,104,781,833,403,57,116
26,136,136,747,928,326,56,130
27,112,133,762,966,333,57,143
33,159,133,761,1027,355,57,140
32,157,143,778,995,333,57,133
35,161,132,833,902,370,60,133
36,162,121,743,891,374,62,139
37,156,118,785,860,392,57,127
34,122,114,722,744,363,53,118
35,142,109,785,813,391,57,109
36,155,104,781,833,403,57,116
36,150,104,816,911,445,58,130
36,152,106,747,964,445,57,121
36,157,92,757,994,492,60,117
35,136,115,789,996,498,63,122
31,119,122,806,1002,493,67,131
31,127,123,765,1006,537,73,118
30,133,129,805,970,526,74,117
33,118,128,772,919,488,75,118
36,141,108,646,887,468,71,113
39,138,100,710,824,467,66,119
39,128,93,820,824,413,56,123
40,128,115,855,812,461,58,129
43,134,125,894,873,491,62,131
42,110,148,1061,899,492,63,133
44,121,182,1092,880,483,64,136
42,133,186,1052,851,458,69,123
46,132,171,1037,867,427,69,100
45,148,186,1134,844,427,72,132
43,154,163,961,812,439,69,131
43,157,142,918,879,420,70,106
39,128,93,820,824,413,56,123
40,128,115,855,812,461,58,129
43,134,125,894,873,491,62,131
42,110,148,1061,899,492,63,133
44,121,182,1092,880,483,64,136
42,133,186,1052,851,458,69,123
46,132,171,1037,867,427,69,100
45,148,186,1134,844,427,72,132
43,154,163,961,812,439,69,131
43,157,142,918,879,420,70,106
45,151,142,925,870,422,70,122
42,154,159,888,825,415,68,124
36,128,141,815,803,392,60,86
37,126,150,819,775,417,62,115
33,135,146,885,833,414,62,121
34,151,145,875,765,422,68,135
33,142,140,910,794,439,82,136
34,147,131,914,813,441,86,133
35,144,133,975,843,419,89,126
34,126,119,813,721,452,89,132
29,109,123,864,787,462,84,140
29,115,106,941,799,422,71,139
30,122,124,892,774,420,71,141
30,120,121,894,797,410,66,141
34,122,123,930,878,387,65,143
38,118,131,866,824,408,74,124
38,128,132,730,823,441,76,122
39,129,121,763,932,464,70,124
41,136,115,694,906,447,71,106
40,153,116,698,924,460,73,84
29,109,123,864,787,462,84,140
29,115,106,941,799,422,71,139
30,122,124,892,774,420,71,141
30,120,121,894,797,410,66,141
34,122,123,930,878,387,65,143
38,118,131,866,824,408,74,124
38,128,132,730,823,441,76,122
39,129,121,763,932,464,70,124
41,136,115,694,906,447,71,106
40,153,116,698,924,460,73,84
36,158,115,854,986,473,68,122
36,146,112,933,951,461,69,127
33,140,115,876,809,436,68,126
31,144,121,964,806,452,66,130
31,116,120,940,714,442,61,131
32,133,117,789,651,424,59,99
33,137,115,695,648,466,67,95
33,127,116,713,723,485,79,97
32,112,130,593,753,470,78,94
38,162,133,684,853,492,88,117
42,144,125,709,898,500,96,110
42,145,133,752,961,470,85,127
43,154,124,781,905,470,76,124
45,169,112,732,967,474,81,128
40,123,135,762,867,466,75,114
35,150,144,780,812,435,60,118
35,160,149,758,793,451,66,97
37,159,153,793,788,419,62,98
34,161,155,843,742,435,58,118
36,173,139,793,729,417,67,125
42,144,125,709,898,500,96,110
42,145,133,752,961,470,85,127
43,154,124,781,905,470,76,124
45,169,112,732,967,474,81,128
40,123,135,762,867,466,75,114
35,150,144,780,812,435,60,118
35,160,149,758,793,451,66,97
37,159,153,793,788,419,62,98
34,161,155,843,742,435,58,118
36,173,139,793,729,417,67,125
33,150,137,769,797,403,66,115
34,143,144,752,750,371,61,120
33,141,142,644,777,369,60,117
33,120,137,716,733,397,66,115
33,114,132,720,734,396,54,116
36,106,128,705,764,411,60,115
34,114,112,790,783,411,61,112
40,134,128,795,858,441,70,122
42,152,122,674,915,405,69,145
43,151,122,627,888,403,73,137
41,165,126,694,896,428,71,135
42,159,129,663,900,429,72,136
40,148,118,713,917,445,65,148
38,157,115,790,868,446,62,129
35,152,111,810,917,481,59,125
36,153,113,817,842,441,61,129
37,162,104,800,825,411,60,127
35,162,116,773,743,371,63,137
37,137,139,740,819,377,64,143
38,142,140,776,832,325,63,146
41,165,126,694,896,428,71,135
42,159,129,663,900,429,72,136
40,148,118,713,917,445,65,148
38,157,115,790,868,446,62,129
35,152,111,810,917,481,59,125
36,153,113,817,842,441,61,129
37,162,104,800,825,411,60,127
35,162,116,773,743,371,63,137
37,137,139,740,819,377,64,143
38,142,140,776,832,325,63,146
37,127,127,764,818,346,64,144
37,104,136,717,849,381,62,156
34,106,121,856,821,380,60,131
31,128,104,881,680,391,55,127
33,121,119,880,642,459,58,126
37,122,128,869,661,439,53,146
41,131,127,953,737,444,67,143
43,119,135,842,781,476,75,141
44,100,149,849,827,472,84,143
43,121,168,833,825,402,86,147
43,120,178,850,890,437,94,126
38,111,182,850,843,420,86,114
41,121,181,833,817,409,87,136
44,128,165,758,883,419,94,129
44,132,138,746,916,448,89,126
42,132,143,734,844,435,85,126
45,158,140,775,809,428,87,136
39,151,148,852,821,477,84,148
36,157,153,859,745,487,67,134
33,160,151,824,847,554,73,133
43,120,178,850,890,437,94,126
38,111,182,850,843,420,86,114
41,121,181,833,817,409,87,136
44,128,165,758,883,419,94,129
44,132,138,746,916,448,89,126
42,132,143,734,844,435,85,126
45,158,140,775,809,428,87,136
39,151,148,852,821,477,84,148
36,157,153,859,745,487,67,134
33,160,151,824,847,554,73,133
33,163,128,779,831,561,68,130
32,150,121,668,816,583,72,136
31,147,100,718,852,541,66,123
31,137,102,702,837,545,70,122
33,113,109,716,727,475,63,119
36,112,122,798,803,493,74,135
32,116,126,797,897,500,71,125
35,118,132,658,864,468,69,119
36,128,137,705,909,447,74,118
36,132,126,686,892,417,75,127
34,144,120,599,912,397,64,114
38,135,114,660,831,447,75,142
38,132,109,721,834,459,79,136
37,133,94,687,782,435,74,152
35,136,109,762,819,431,71,148
33,120,97,772,719,414,73,153
32,123,103,676,691,323,58,148
28,124,102,671,696,292,51,142
28,124,102,684,681,285,49,124
30,112,91,590,591,270,52,161
34,144,120,599,912,397,64,114
38,135,114,660,831,447,75,142
38,132,109,721,834,459,79,136
37,133,94,687,782,435,74,152
35,136,109,762,819,431,71,148
33,120,97,772,719,414,73,153
32,123,103,676,691,323,58,148
28,124,102,671,696,292,51,142
28,124,102,684,681,285,49,124
30,112,91,590,591,270,52,161
31,116,106,575,578,223,58,175
30,103,95,556,537,184,106,164
33,119,90,461,414,192,177,212
43,130,105,405,424,180,231,286
93,139,106,361,393,173,347,379
123,136,91,248,342,163,394,416
193,159,91,226,337,172,404,445
329,167,99,188,340,163,429,506
365,154,85,138,277,158,420,551
414,162,80,109,249,156,350,502
427,159,81,98,274,173,315,518
405,140,80,92,339,167,322,493
310,112,67,108,348,160,271,415
266,128,62,147,321,160,279,305
164,155,57,155,407,166,260,271
98,173,54,162,406,166,237,158
78,176,60,207,443,155,206,159
56,177,60,208,461,164,189,167
50,158,54,182,458,165,143,166
46,114,64,179,419,147,195,201
427,159,81,98,274,173,315,518
405,140,80,92,339,167,322,493
310,112,67,108,348,160,271,415
266,128,62,147,321,160,279,305
164,155,57,155,407,166,260,271
98,173,54,162,406,166,237,158
78,176,60,207,443,155,206,159
56,177,60,208,461,164,189,167
50,158,54,182,458,165,143,166
46,114,64,179,419,147,195,201
38,95,63,172,427,151,202,208
37,85,59,136,415,162,191,199
35,118,63,149,500,179,180,182
36,138,66,164,519,209,175,174
30,138,64,164,547,230,113,149
32,143,66,172,544,228,105,157
31,145,64,183,543,214,96,154
29,142,59,200,460,209,96,146
28,118,57,237,461,187,91,139
29,140,50,260,461,166,78,112
32,142,52,303,547,151,74,111
33,169,56,287,512,155,94,116
34,155,60,272,499,199,100,122
33,158,62,245,531,201,98,122
46,149,65,221,499,199,105,158
95,151,71,162,439,228,93,137
100,129,68,194,426,232,81,145
103,122,64,209,452,203,77,139
103,124,66,230,417,198,75,136
98,125,61,242,396,200,71,99
51,141,246,1173,870,772,151,108
51,155,230,1073,984,749,146,114
49,152,221,1021,1016,736,141,113
53,159,216,927,963,717,150,129
60,196,237,986,951,651,141,136
57,187,252,1045,961,670,120,138
69,200,290,1055,913,702,126,140
69,220,277,989,940,685,137,160
66,214,270,1033,1022,736,116,142
63,187,262,976,1084,811,116,130
61,178,252,994,1073,778,134,142
48,173,207,1064,1023,747,131,141
49,150,211,1099,1007,746,127,122
48,153,205,1127,958,671,123,132
41,131,177,1185,910,551,116,139
39,132,166,1063,903,425,86,132
34,110,152,909,896,440,77,126
37,121,157,831,917,459,68,122
41,116,156,764,893,488,78,130
46,148,176,762,811,509,79,127
48,164,167,811,896,507,77,121
47,162,145,894,1004,507,81,120
44,156,141,895,947,473,81,122
41,149,136,901,923,478,80,108
59,117,101,812,1030,433,79,108
83,102,113,784,944,418,82,109
90,114,118,793,821,417,79,114
93,127,117,825,833,494,77,113
96,144,122,813,832,539,72,91
85,148,131,939,755,551,69,80
48,164,167,811,896,507,77,121
47,162,145,894,1004,507,81,120
44,156,141,895,947,473,81,122
41,149,136,901,923,478,80,108
59,117,101,812,1030,433,79,108
83,102,113,784,944,418,82,109
90,114,118,793,821,417,79,114
93,127,117,825,833,494,77,113
96,144,122,813,832,539,72,91
85,148,131,939,755,551,69,80
65,150,125,953,714,550,64,102
55,137,136,921,755,530,64,99
53,159,158,920,784,461,60,104
48,145,161,949,815,430,61,105
50,165,167,861,758,440,58,101
45,162,166,901,862,496,65,120
46,169,169,901,864,536,71,132
46,134,155,983,861,528,75,127
41,162,151,944,800,508,70,131
39,145,154,994,829,494,79,149
38,156,165,999,833,484,81,129
39,154,173,939,846,442,75,121
36,159,181,893,829,454,73,119
36,168,178,958,891,480,73,115
35,171,171,976,850,479,69,110
37,169,163,950,791,461,67,119
37,164,147,983,844,458,74,116
38,174,146,1073,883,461,79,119
37,166,149,1049,876,451,81,138
41,159,156,976,907,452,83,143
38,156,165,999,833,484,81,129
39,154,173,939,846,442,75,121
36,159,181,893,829,454,73,119
36,168,178,958,891,480,73,115
35,171,171,976,850,479,69,110
37,169,163,950,791,461,67,119
37,164,147,983,844,458,74,116
38,174,146,1073,883,461,79,119
37,166,149,1049,876,451,81,138
41,159,156,976,907,452,83,143
41,149,162,962,911,415,78,125
38,147,167,1018,910,446,71,124
44,131,147,908,862,422,68,148
46,119,158,939,900,403,68,132
43,112,152,933,907,407,60,141
43,116,151,1002,1042,488,66,139
45,128,146,940,981,471,71,146
41,151,147,939,977,474,71,121
43,144,134,866,1018,475,79,141
41,151,131,881,1088,463,79,109
42,144,127,812,1002,417,81,113
39,173,123,988,1008,421,79,112
35,166,128,938,1010,448,76,112
35,181,139,946,992,446,69,98
34,179,146,918,938,434,67,126
32,181,146,875,986,453,69,141
36,174,144,745,931,447,72,142
35,161,140,843,946,455,72,146
32,145,132,874,936,528,75,136
33,152,122,851,931,536,75,133
42,144,127,812,1002,417,81,113
39,173,123,988,1008,421,79,112
35,166,128,938,1010,448,76,112
35,181,139,946,992,446,69,98
34,179,146,918,938,434,67,126
32,181,146,875,986,453,69,141
36,174,144,745,931,447,72,142
35,161,140,843,946,455,72,146
32,145,132,874,936,528,75,136
33,152,122,851,931,536,75,133
32,149,124,894,885,505,69,149
30,120,128,810,938,526,70,141
29,147,132,787,1037,503,70,145
31,147,133,733,1040,456,67,180
32,161,134,826,1051,489,68,170
33,160,144,866,1058,492,79,140
33,155,134,877,1078,499,81,141
46,144,137,849,974,524,93,143
46,140,135,848,1041,475,97,119
45,148,150,793,1047,519,102,109
45,150,136,773,1049,529,92,110
46,164,142,786,1026,502,88,109
33,153,127,749,1017,509,74,94
35,187,124,772,876,511,65,61
35,168,102,734,855,514,62,62
35,169,105,672,796,522,69,97
37,169,120,703,757,559,67,113
40,170,130,783,807,517,71,115
37,131,133,730,865,532,75,114
35,123,138,843,841,483,71,113
45,150,136,773,1049,529,92,110
46,164,142,786,1026,502,88,109
33,153,127,749,1017,509,74,94
35,187,124,772,876,511,65,61
35,168,102,734,855,514,62,62
35,169,105,672,796,522,69,97
37,169,120,703,757,559,67,113
40,170,130,783,807,517,71,115
37,131,133,730,865,532,75,114
35,123,138,843,841,483,71,113
36,137,141,857,785,482,70,117
33,130,127,797,803,440,68,125
30,129,131,773,783,472,63,160
33,128,120,816,789,435,61,164
34,132,117,726,771,399,63,169
32,144,126,752,848,425,61,158
33,137,121,793,910,411,61,141
34,137,109,749,904,431,64,101
33,137,130,795,862,460,68,125
33,131,125,766,953,506,68,121
33,131,107,721,1014,502,64,105
31,148,119,771,941,506,63,109
29,149,128,732,925,480,61,122
25,140,107,772,986,495,52,96
24,143,120,830,973,506,53,110
24,125,125,848,896,508,55,115
25,104,119,792,961,506,54,112
28,106,119,801,1025,497,57,120
29,112,123,717,961,456,57,127
30,113,124,713,857,396,57,125
33,131,107,721,1014,502,64,105
31,148,119,771,941,506,63,109
29,149,128,732,925,480,61,122
25,140,107,772,986,495,52,96
24,143,120,830,973,506,53,110
24,125,125,848,896,508,55,115
25,104,119,792,961,506,54,112
28,106,119,801,1025,497,57,120
29,112,123,717,961,456,57,127
30,113,124,713,857,396,57,125
30,107,119,765,886,393,57,130
31,104,129,828,834,389,60,128
29,107,128,864,829,382,59,156
29,122,127,873,902,412,62,151
29,114,110,974,920,421,62,144
29,118,116,967,935,397,65,138
32,115,101,866,915,429,64,161
31,108,105,812,815,445,64,135
31,100,105,801,729,468,58,130
34,132,114,581,715,487,66,127
33,125,108,470,618,485,61,136
35,125,115,512,758,531,69,132
36,130,104,643,783,531,72,131
38,146,112,645,815,512,76,134
34,123,105,682,844,493,70,135
33,148,106,807,834,497,73,125
