emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
31,143,98,433,518,260,132,158
28,143,87,442,479,202,147,174
30,141,90,406,441,175,173,167
31,140,88,358,379,155,171,168
25,132,78,305,304,146,171,188
30,136,85,190,250,136,195,186
34,135,83,144,169,115,181,179
35,135,77,132,142,106,155,209
35,140,80,128,132,100,150,203
35,120,63,123,114,61,161,175
29,123,64,104,88,50,136,148
25,153,69,49,51,39,130,132
20,156,70,42,42,37,123,88
20,156,70,38,35,32,116,86
21,136,75,45,30,29,98,84
19,137,75,46,40,29,61,82
18,106,70,81,49,43,53,69
17,99,69,86,81,64,45,45
16,99,67,116,98,78,42,31
23,113,71,158,100,85,33,26
23,99,78,207,102,123,28,23
28,100,88,204,100,135,24,22
32,130,93,206,106,131,24,21
33,134,94,200,116,128,26,22
29,134,87,179,121,132,24,21
37,160,102,152,137,127,27,25
58,124,207,1009,1005,446,101,67
57,161,204,1023,996,493,114,67
54,170,202,938,938,526,116,61
52,170,223,899,988,564,121,60
51,187,243,984,995,551,112,53
49,207,207,943,929,540,107,43
58,196,240,943,938,543,94,43
55,183,235,1005,936,529,88,40
56,190,205,987,933,452,81,37
74,206,269,895,960,498,72,44
69,191,284,1003,997,522,69,43
64,175,266,1013,953,498,72,42
65,176,308,977,996,485,72,43
64,190,319,1010,986,486,72,43
45,159,268,941,946,511,82,37
47,153,262,849,915,543,89,39
45,142,264,857,995,520,86,38
48,150,222,827,899,539,88,40
51,168,218,776,838,560,92,42
48,166,210,830,854,530,96,43
45,161,209,884,828,459,86,79
44,156,197,846,718,466,81,80
38,208,193,804,744,461,71,80
36,176,184,767,812,416,64,81
36,188,182,735,858,353,41,82
35,191,166,694,875,383,43,62
37,195,153,617,845,384,49,79
34,125,135,569,861,366,51,80
43,159,145,658,781,402,60,81
43,144,135,631,656,425,57,79
45,161,209,884,828,459,86,79
44,156,197,846,718,466,81,80
38,208,193,804,744,461,71,80
36,176,184,767,812,416,64,81
36,188,182,735,858,353,41,82
35,191,166,694,875,383,43,62
37,195,153,617,845,384,49,79
34,125,135,569,861,366,51,80
43,159,145,658,781,402,60,81
43,144,135,631,656,425,57,79
45,151,147,574,646,430,59,90
43,158,154,627,648,455,55,101
46,161,163,642,623,467,63,104
41,137,152,570,667,463,57,102
46,183,148,525,695,449,65,104
46,175,139,519,658,430,63,85
50,186,141,588,730,378,64,71
47,182,126,576,729,369,74,101
43,180,132,582,805,357,81,119
40,172,136,601,797,353,79,128
45,198,163,699,842,359,82,141
42,198,163,635,887,368,89,145
44,203,162,631,887,358,80,170
49,205,176,734,772,335,72,167
45,184,172,714,783,378,87,177
39,150,142,608,724,356,96,187
41,144,129,564,632,358,92,178
39,151,139,663,642,351,128,147
36,156,131,608,632,367,132,148
43,150,125,603,647,316,127,133
45,198,163,699,842,359,82,141
42,198,163,635,887,368,89,145
44,203,162,631,887,358,80,170
49,205,176,734,772,335,72,167
45,184,172,714,783,378,87,177
39,150,142,608,724,356,96,187
41,144,129,564,632,358,92,178
39,151,139,663,642,351,128,147
36,156,131,608,632,367,132,148
43,150,125,603,647,316,127,133
46,164,161,627,607,357,126,124
44,147,165,679,654,389,150,127
45,140,160,573,643,390,120,126
44,167,150,489,653,390,124,145
42,184,151,513,658,455,147,193
37,173,128,524,711,452,152,184
39,179,122,476,682,425,148,189
41,201,128,488,673,458,157,189
38,166,122,480,682,459,155,182
40,146,129,549,727,400,135,138
41,157,136,613,710,373,137,139
43,151,144,578,696,346,125,151
41,157,129,569,714,281,141,143
47,180,135,568,689,303,156,143
45,173,166,599,632,315,157,144
54,172,160,503,583,319,163,143
52,187,152,526,593,383,162,122
50,161,155,529,592,396,156,131
47,128,155,587,617,409,147,145
44,136,113,531,649,405,155,140
41,157,136,613,710,373,137,139
43,151,144,578,696,346,125,151
41,157,129,569,714,281,141,143
47,180,135,568,689,303,156,143
45,173,166,599,632,315,157,144
54,172,160,503,583,319,163,143
52,187,152,526,593,383,162,122
50,161,155,529,592,396,156,131
47,128,155,587,617,409,147,145
44,136,113,531,649,405,155,140
34,159,101,574,663,420,148,137
35,153,138,590,656,376,153,151
40,173,137,588,622,407,147,161
41,183,155,646,649,382,164,185
44,185,160,646,689,359,174,201
45,173,157,616,663,369,164,200
42,160,137,595,634,374,164,191
40,139,135,588,624,345,209,225
38,143,127,554,653,352,189,193
35,147,124,484,638,372,170,170
39,169,145,486,678,325,187,179
43,174,145,500,683,316,185,181
42,176,144,527,745,360,131,133
41,164,122,472,690,376,157,143
46,193,151,646,666,401,163,149
40,159,134,625,624,415,144,144
36,158,129,647,626,467,146,141
37,162,145,694,535,445,158,132
39,173,171,756,607,419,136,132
33,135,154,694,558,407,139,124
39,169,145,486,678,325,187,179
43,174,145,500,683,316,185,181
42,176,144,527,745,360,131,133
41,164,122,472,690,376,157,143
46,193,151,646,666,401,163,149
40,159,134,625,624,415,144,144
36,158,129,647,626,467,146,141
37,162,145,694,535,445,158,132
39,173,171,756,607,419,136,132
33,135,154,694,558,407,139,124
35,131,157,690,573,397,147,133
38,131,160,681,552,370,166,138
41,118,148,605,568,352,169,148
44,218,132,490,531,362,198,147
45,217,134,453,568,351,196,147
46,229,136,452,572,350,190,133
44,246,130,417,584,310,166,130
42,254,133,515,630,307,163,148
36,172,138,545,619,280,150,157
36,192,138,463,627,265,166,161
36,178,139,468,704,265,184,190
35,152,136,481,716,291,188,190
32,157,136,453,669,319,179,165
36,155,124,434,625,339,178,174
41,140,138,444,567,346,210,185
41,181,144,454,506,342,206,164
41,188,161,652,589,318,208,168
41,190,158,613,602,335,220,171
37,201,158,617,601,338,208,144
29,222,156,617,634,329,151,127
36,178,139,468,704,265,184,190
35,152,136,481,716,291,188,190
32,157,136,453,669,319,179,165
36,155,124,434,625,339,178,174
41,140,138,444,567,346,210,185
41,181,144,454,506,342,206,164
41,188,161,652,589,318,208,168
41,190,158,613,602,335,220,171
37,201,158,617,601,338,208,144
29,222,156,617,634,329,151,127
30,204,150,624,653,336,164,133
34,200,137,425,570,342,171,125
36,198,138,410,614,295,153,115
38,186,137,412,651,255,158,129
40,150,105,396,658,282,198,132
39,143,101,348,661,333,181,125
37,169,90,314,654,333,174,135
37,172,110,318,587,394,200,154
37,184,114,311,525,431,196,137
37,182,114,305,490,430,162,157
37,190,109,422,495,407,176,173
40,194,112,424,540,435,170,169
38,181,106,503,559,413,146,152
38,168,96,492,564,381,139,205
38,202,102,522,628,379,165,196
40,202,115,503,607,401,149,178
36,186,122,608,586,413,151,174
36,180,106,572,709,369,140,183
37,199,113,573,731,391,212,153
36,171,113,558,662,367,203,163
37,190,109,422,495,407,176,173
40,194,112,424,540,435,170,169
38,181,106,503,559,413,146,152
38,168,96,492,564,381,139,205
38,202,102,522,628,379,165,196
40,202,115,503,607,401,149,178
36,186,122,608,586,413,151,174
36,180,106,572,709,369,140,183
37,199,113,573,731,391,212,153
36,171,113,558,662,367,203,163
37,158,110,559,635,321,197,170
42,141,131,500,669,287,199,182
41,152,135,494,552,331,208,198
40,141,140,483,533,352,164,176
39,133,135,485,529,376,155,170
38,141,130,441,566,390,155,161
35,178,113,477,539,378,150,147
35,182,116,458,527,412,132,111
39,181,108,459,547,398,107,130
42,179,108,451,584,393,115,115
43,180,105,512,593,386,117,115
43,162,106,446,612,380,126,133
47,148,101,448,690,318,141,142
45,147,113,526,684,290,131,127
43,154,115,523,687,294,122,133
42,158,117,435,626,311,136,153
40,162,117,444,618,310,144,147
38,161,124,466,529,307,139,158
37,182,124,384,582,303,153,187
40,186,136,398,566,293,155,182
43,180,105,512,593,386,117,115
43,162,106,446,612,380,126,133
47,148,101,448,690,318,141,142
45,147,113,526,684,290,131,127
43,154,115,523,687,294,122,133
42,158,117,435,626,311,136,153
40,162,117,444,618,310,144,147
38,161,124,466,529,307,139,158
37,182,124,384,582,303,153,187
40,186,136,398,566,293,155,182
38,202,138,449,574,265,159,177
38,183,131,530,548,267,148,174
39,185,123,513,612,287,147,183
43,150,112,520,568,298,134,148
38,158,106,528,581,320,120,157
38,146,119,507,591,365,127,151
37,152,126,488,572,386,122,178
42,155,132,467,562,374,134,168
35,168,133,450,632,371,157,183
38,195,134,519,623,338,161,178
42,199,137,558,630,314,148,175
42,200,125,446,618,281,147,171
39,203,126,449,618,278,152,158
42,230,124,459,564,346,133,147
42,197,113,366,573,382,132,146
38,195,121,281,552,357,151,161
39,195,123,426,570,379,165,134
37,186,113,444,518,395,149,137
39,143,113,456,512,330,141,127
39,142,111,447,551,329,153,159
42,199,137,558,630,314,148,175
42,200,125,446,618,281,147,171
39,203,126,449,618,278,152,158
42,230,124,459,564,346,133,147
42,197,113,366,573,382,132,146
38,195,121,281,552,357,151,161
39,195,123,426,570,379,165,134
37,186,113,444,518,395,149,137
39,143,113,456,512,330,141,127
39,142,111,447,551,329,153,159
38,107,76,521,598,336,133,181
40,113,76,484,644,342,115,193
41,124,94,492,640,336,110,187
36,131,95,581,681,348,127,201
41,143,119,582,666,332,138,174
42,147,127,564,638,375,131,145
42,139,127,513,583,348,138,130
39,143,116,491,617,379,150,134
43,169,123,484,581,458,144,112
38,156,106,505,600,463,145,109
42,151,90,451,579,446,149,196
44,190,101,437,610,448,139,205
49,238,123,425,680,404,146,202
46,215,112,316,640,333,137,200
49,221,114,368,597,292,119,200
46,222,119,375,635,332,122,110
46,206,112,401,656,342,159,126
42,146,81,407,542,356,150,129
45,163,91,425,560,328,161,141
41,156,91,345,579,375,155,146
42,151,90,451,579,446,149,196
44,190,101,437,610,448,139,205
49,238,123,425,680,404,146,202
46,215,112,316,640,333,137,200
49,221,114,368,597,292,119,200
46,222,119,375,635,332,122,110
46,206,112,401,656,342,159,126
42,146,81,407,542,356,150,129
45,163,91,425,560,328,161,141
41,156,91,345,579,375,155,146
44,170,102,444,639,324,163,181
42,155,106,449,718,312,147,163
40,150,122,447,806,302,139,160
36,167,118,408,805,294,128,149
36,199,117,478,802,255,145,152
42,190,104,382,756,278,133,133
41,187,102,361,655,319,121,119
40,186,92,392,587,330,156,152
46,157,102,599,581,336,159,170
46,131,101,591,551,329,141,169
36,138,114,610,587,372,138,146
36,135,109,611,602,379,143,149
37,137,115,622,635,397,119,148
34,126,100,455,679,411,115,141
35,144,113,390,694,407,128,139
37,150,111,452,743,371,149,156
36,150,126,465,725,314,146,159
37,146,115,516,698,302,142,166
34,150,114,495,646,292,154,160
40,138,108,514,626,298,151,170
36,138,114,610,587,372,138,146
36,135,109,611,602,379,143,149
37,137,115,622,635,397,119,148
34,126,100,455,679,411,115,141
35,144,113,390,694,407,128,139
37,150,111,452,743,371,149,156
36,150,126,465,725,314,146,159
37,146,115,516,698,302,142,166
34,150,114,495,646,292,154,160
40,138,108,514,626,298,151,170
42,135,97,444,502,267,140,158
40,145,80,451,485,287,151,156
39,154,95,418,396,296,178,130
43,165,113,437,476,326,167,154
36,170,109,477,483,344,161,147
33,167,115,465,462,348,180,156
35,161,121,488,521,359,171,158
35,159,117,449,582,351,139,158
32,167,114,421,527,311,163,141
38,148,113,364,577,294,162,149
43,182,121,368,581,298,137,138
43,186,129,348,696,285,139,137
48,206,134,371,671,253,152,158
52,194,128,365,721,293,141,190
49,195,124,347,665,320,181,181
46,159,118,346,651,304,180,181
46,156,104,337,478,311,175,190
44,148,93,307,476,344,176,184
41,137,86,331,397,317,174,142
41,136,91,349,422,370,136,135
43,182,121,368,581,298,137,138
43,186,129,348,696,285,139,137
48,206,134,371,671,253,152,158
52,194,128,365,721,293,141,190
49,195,124,347,665,320,181,181
46,159,118,346,651,304,180,181
46,156,104,337,478,311,175,190
44,148,93,307,476,344,176,184
41,137,86,331,397,317,174,142
41,136,91,349,422,370,136,135
44,141,129,378,498,384,146,170
47,149,135,365,483,368,155,164
48,140,144,366,524,360,140,160
45,161,145,357,616,404,138,168
46,160,150,354,609,337,164,179
42,151,112,308,584,313,160,151
41,143,119,292,593,327,153,167
40,169,112,410,536,320,159,155
44,152,116,448,488,259,154,150
41,150,105,462,477,247,124,162
47,169,123,474,429,253,121,170
52,198,110,472,420,238,126,158
48,180,103,438,439,197,125,158
46,187,101,411,325,195,127,161
47,194,109,385,336,176,142,163
42,203,93,372,352,163,143,155
33,178,91,360,339,129,166,156
38,163,95,249,336,123,172,203
38,157,89,190,396,82,212,242
42,183,90,170,367,82,219,245
47,169,123,474,429,253,121,170
52,198,110,472,420,238,126,158
48,180,103,438,439,197,125,158
46,187,101,411,325,195,127,161
47,194,109,385,336,176,142,163
42,203,93,372,352,163,143,155
33,178,91,360,339,129,166,156
38,163,95,249,336,123,172,203
38,157,89,190,396,82,212,242
42,183,90,170,367,82,219,245
41,175,102,148,355,84,241,244
42,178,105,134,336,89,248,261
43,179,105,89,297,111,296,243
43,208,119,72,198,109,289,236
53,229,114,65,189,109,283,253
75,212,99,69,207,104,280,270
76,210,92,68,211,108,280,265
76,231,90,61,209,108,259,253
77,212,78,62,213,151,267,242
70,152,71,63,232,159,267,214
45,159,65,69,267,162,267,192
43,164,69,86,311,161,248,178
38,133,72,105,316,144,205,181
38,127,71,117,323,117,194,151
32,132,70,131,322,121,221,152
33,143,73,149,293,140,196,155
29,143,73,146,227,136,189,136
31,146,72,132,207,142,187,114
28,147,70,123,203,143,155,105
31,181,82,113,232,141,90,79
45,184,218,861,858,497,90,44
51,214,226,850,845,541,102,50
48,213,232,818,981,617,105,50
52,200,275,805,1030,686,119,53
50,206,265,908,1018,704,122,52
61,259,329,987,1016,692,118,49
71,284,352,991,1022,704,115,48
72,290,370,1090,940,667,114,48
71,285,334,1159,872,577,101,47
74,271,322,1088,831,506,96,47
64,232,275,1014,861,508,105,48
55,174,252,1057,823,508,112,51
57,174,237,1037,819,504,112,54
55,163,241,973,840,507,111,53
52,159,240,940,929,531,108,52
56,128,224,900,914,494,93,48
51,153,239,886,893,462,80,40
45,149,221,851,840,484,74,36
46,154,213,813,817,455,76,37
47,154,204,862,705,441,71,38
41,153,228,866,654,572,83,37
41,123,200,826,736,542,79,40
49,108,211,780,766,508,74,40
50,118,207,891,807,528,80,42
48,131,202,822,785,522,83,40
47,127,165,770,803,376,72,39
47,125,175,802,722,378,80,39
42,141,173,804,687,392,83,36
43,173,180,689,734,435,71,63
45,202,186,726,727,468,67,85
41,153,228,866,654,572,83,37
41,123,200,826,736,542,79,40
49,108,211,780,766,508,74,40
50,118,207,891,807,528,80,42
48,131,202,822,785,522,83,40
47,127,165,770,803,376,72,39
47,125,175,802,722,378,80,39
42,141,173,804,687,392,83,36
43,173,180,689,734,435,71,63
45,202,186,726,727,468,67,85
43,223,175,765,659,576,73,90
41,228,160,704,665,580,64,92
40,217,142,676,699,566,63,93
38,202,131,655,617,531,71,76
38,201,135,601,664,509,76,57
39,182,144,680,750,385,71,61
38,183,149,646,856,365,73,82
38,186,152,625,820,362,75,92
36,167,156,675,839,332,77,97
34,141,140,672,837,324,75,97
35,135,118,549,824,322,75,91
35,144,140,581,714,341,77,71
35,152,139,559,813,329,74,56
40,185,151,569,857,364,81,75
42,175,156,597,924,367,79,95
45,177,159,586,943,400,77,101
43,173,145,610,920,449,76,100
43,161,148,626,841,499,91,104
39,130,135,566,747,471,76,100
34,122,129,526,623,489,75,87
35,135,118,549,824,322,75,91
35,144,140,581,714,341,77,71
35,152,139,559,813,329,74,56
40,185,151,569,857,364,81,75
42,175,156,597,924,367,79,95
45,177,159,586,943,400,77,101
43,173,145,610,920,449,76,100
43,161,148,626,841,499,91,104
39,130,135,566,747,471,76,100
34,122,129,526,623,489,75,87
31,137,141,620,552,472,75,83
31,124,132,576,578,427,72,82
35,140,129,596,567,375,78,103
36,137,129,603,706,453,80,107
38,150,140,708,733,455,85,101
34,138,128,633,713,480,85,101
39,154,145,619,740,458,99,109
36,143,158,614,750,442,85,90
36,152,164,628,653,366,84,70
42,166,160,504,669,359,81,104
46,192,159,490,681,357,89,105
45,189,141,510,630,389,71,131
50,205,161,606,699,413,76,132
47,204,163,620,646,430,76,131
45,195,157,608,627,461,101,107
44,171,161,602,623,423,97,132
42,164,158,605,642,429,106,106
36,150,122,485,594,451,98,104
37,135,106,428,707,460,112,107
35,181,106,438,684,460,95,123
46,192,159,490,681,357,89,105
45,189,141,510,630,389,71,131
50,205,161,606,699,413,76,132
47,204,163,620,646,430,76,131
45,195,157,608,627,461,101,107
44,171,161,602,623,423,97,132
42,164,158,605,642,429,106,106
36,150,122,485,594,451,98,104
37,135,106,428,707,460,112,107
35,181,106,438,684,460,95,123
34,176,113,600,669,447,98,98
37,183,145,631,680,419,96,109
38,176,142,610,660,398,108,110
39,178,138,592,565,387,100,132
41,144,141,703,648,356,96,119
40,159,128,595,679,401,131,116
40,146,87,562,674,474,126,105
43,186,98,587,723,468,116,138
44,201,104,609,730,491,113,119
46,198,97,483,717,476,120,119
45,191,104,531,721,445,80,124
44,201,115,484,698,386,84,146
42,183,111,575,669,384,85,116
45,169,117,596,651,346,94,114
40,173,116,584,559,330,86,156
40,163,121,591,572,343,92,157
37,153,110,628,546,354,99,133
33,128,104,554,582,358,105,129
27,122,114,513,679,371,95,127
26,106,111,567,715,370,92,69
45,191,104,531,721,445,80,124
44,201,115,484,698,386,84,146
42,183,111,575,669,384,85,116
45,169,117,596,651,346,94,114
40,173,116,584,559,330,86,156
40,163,121,591,572,343,92,157
37,153,110,628,546,354,99,133
33,128,104,554,582,358,105,129
27,122,114,513,679,371,95,127
26,106,111,567,715,370,92,69
26,145,101,528,667,378,85,80
27,149,99,511,679,393,83,112
28,167,106,489,604,366,76,116
28,172,93,480,555,354,79,174
32,156,95,440,507,385,83,183
32,123,95,464,567,388,91,173
36,144,106,472,653,329,83,154
41,156,111,510,647,401,88,165
41,165,131,545,677,384,93,134
39,165,143,565,701,355,92,127
37,164,147,532,673,338,84,130
34,147,146,608,732,348,87,130
28,120,144,554,751,285,92,116
30,130,134,528,760,341,88,118
29,136,127,478,796,345,88,118
31,146,121,570,832,362,88,115
34,160,123,497,723,376,99,134
36,159,115,500,767,368,94,133
35,147,111,511,725,403,91,104
35,165,103,589,690,418,102,104
37,164,147,532,673,338,84,130
34,147,146,608,732,348,87,130
28,120,144,554,751,285,92,116
30,130,134,528,760,341,88,118
29,136,127,478,796,345,88,118
31,146,121,570,832,362,88,115
34,160,123,497,723,376,99,134
36,159,115,500,767,368,94,133
35,147,111,511,725,403,91,104
35,165,103,589,690,418,102,104
35,162,110,534,693,395,111,143
33,141,106,495,683,372,97,130
35,161,130,511,684,401,92,129
38,156,126,587,648,309,91,126
40,141,133,546,672,307,92,137
38,145,129,535,660,318,76,96
38,146,134,552,692,325,76,108
34,120,120,571,640,299,91,119
30,143,116,577,628,328,103,130
28,132,112,619,750,337,91,122
31,159,115,599,751,353,90,122
31,157,110,590,728,380,90,106
35,179,105,548,720,398,84,95
39,169,111,483,814,421,66,105
41,174,115,451,786,394,70,91
40,155,117,443,859,393,71,92
44,156,119,462,864,415,79,101
40,129,113,460,887,427,81,112
37,127,104,504,852,379,85,88
36,143,98,530,844,395,80,89
31,159,115,599,751,353,90,122
31,157,110,590,728,380,90,106
35,179,105,548,720,398,84,95
39,169,111,483,814,421,66,105
41,174,115,451,786,394,70,91
40,155,117,443,859,393,71,92
44,156,119,462,864,415,79,101
40,129,113,460,887,427,81,112
37,127,104,504,852,379,85,88
36,143,98,530,844,395,80,89
38,131,101,520,776,376,92,120
34,162,99,536,788,325,100,133
33,187,100,539,789,317,91,127
33,182,108,493,790,339,96,132
35,166,103,454,750,318,114,131
36,167,91,489,723,317,109,133
34,137,105,438,788,323,96,121
38,109,112,465,744,298,95,131
38,145,112,489,711,309,106,137
37,147,114,466,744,360,90,146
35,142,118,479,713,381,89,123
34,151,98,492,600,393,88,115
33,151,107,479,638,399,106,97
36,179,104,451,613,428,89,118
34,183,109,482,488,392,91,116
36,189,106,450,538,401,91,113
36,179,116,474,562,384,107,115
38,182,106,465,621,366,96,122
37,147,140,449,617,353,102,94
36,162,141,379,605,349,97,79
35,142,118,479,713,381,89,123
34,151,98,492,600,393,88,115
33,151,107,479,638,399,106,97
36,179,104,451,613,428,89,118
34,183,109,482,488,392,91,116
36,189,106,450,538,401,91,113
36,179,116,474,562,384,107,115
38,182,106,465,621,366,96,122
37,147,140,449,617,353,102,94
36,162,141,379,605,349,97,79
35,158,147,371,599,337,103,91
33,160,142,320,579,349,87,101
33,159,148,392,545,371,84,100
31,151,131,402,624,370,82,101
33,160,140,433,719,381,94,101
31,157,134,411,692,355,85,152
32,158,129,489,713,377,88,151
32,150,146,470,679,374,82,150
52,261,136,470,616,326,86,150
53,257,125,453,497,309,72,158
55,276,141,457,608,329,70,107
57,282,153,398,605,313,69,131
54,284,132,367,642,318,84,131
37,169,128,371,674,345,79,144
38,162,126,358,686,347,77,140
36,143,115,388,641,335,81,135
33,140,99,384,684,388,86,100
36,133,92,405,651,453,79,138
33,135,97,440,651,445,77,134
29,114,97,459,662,453,78,134
55,276,141,457,608,329,70,107
57,282,153,398,605,313,69,131
54,284,132,367,642,318,84,131
37,169,128,371,674,345,79,144
38,162,126,358,686,347,77,140
36,143,115,388,641,335,81,135
33,140,99,384,684,388,86,100
36,133,92,405,651,453,79,138
33,135,97,440,651,445,77,134
29,114,97,459,662,453,78,134
28,133,97,464,632,488,92,135
30,132,104,474,569,445,86,151
30,149,112,576,553,381,89,113
31,146,106,542,562,427,84,102
30,148,112,532,545,422,91,121
29,120,103,501,561,393,84,134
28,129,112,523,604,393,86,118
32,142,114,447,633,365,78,122
34,151,117,421,672,445,86,125
36,150,108,515,713,458,95,129
37,150,111,569,697,450,94,129
37,168,110,528,711,462,97,132
34,151,117,498,717,458,112,148
33,152,129,528,643,351,107,145
30,156,129,543,644,377,105,128
29,158,129,533,664,387,102,116
31,140,115,530,671,386,113,137
31,132,108,513,622,406,103,115
31,130,89,556,677,376,110,125
33,127,92,457,618,337,102,121
37,150,111,569,697,450,94,129
37,168,110,528,711,462,97,132
34,151,117,498,717,458,112,148
33,152,129,528,643,351,107,145
30,156,129,543,644,377,105,128
29,158,129,533,664,387,102,116
31,140,115,530,671,386,113,137
31,132,108,513,622,406,103,115
31,130,89,556,677,376,110,125
33,127,92,457,618,337,102,121
35,146,98,487,657,334,104,129
34,156,114,490,609,351,86,113
35,157,109,519,613,353,92,135
36,157,115,495,558,438,97,123
35,157,124,497,673,441,103,122
34,138,121,430,630,451,103,122
32,159,115,427,617,419,107,111
30,163,118,405,637,396,105,82
27,157,109,362,663,306,95,111
32,160,103,367,575,310,87,127
32,159,109,352,581,325,91,128
32,122,110,371,682,326,111,135
33,143,106,473,749,374,109,143
36,150,105,496,722,379,107,143
33,153,114,489,730,373,110,132
33,178,111,530,713,336,126,131
37,179,116,518,709,329,109,130
37,161,116,531,626,334,118,131
34,170,127,526,638,347,131,108
35,164,111,528,639,347,138,149
32,159,109,352,581,325,91,128
32,122,110,371,682,326,111,135
33,143,106,473,749,374,109,143
36,150,105,496,722,379,107,143
33,153,114,489,730,373,110,132
33,178,111,530,713,336,126,131
37,179,116,518,709,329,109,130
37,161,116,531,626,334,118,131
34,170,127,526,638,347,131,108
35,164,111,528,639,347,138,149
36,183,141,499,653,352,121,143
33,184,137,590,556,381,131,144
34,183,138,517,553,335,128,138
40,170,134,510,681,411,121,149
42,185,143,515,689,412,114,131
42,156,121,530,665,427,114,135
46,158,134,536,649,467,114,128
45,156,131,584,713,479,107,135
42,154,125,578,648,398,102,127
39,138,121,566,655,393,108,105
38,142,107,587,669,441,114,114
34,148,96,523,774,363,97,129
35,155,100,453,743,354,91,122
34,156,106,487,842,424,99,120
32,162,109,577,839,477,108,114
38,156,125,569,814,412,98,111
36,144,123,545,811,449,112,100
36,146,138,556,857,475,133,94
39,177,136,503,782,431,134,93
42,175,136,480,774,379,123,101
38,142,107,587,669,441,114,114
34,148,96,523,774,363,97,129
35,155,100,453,743,354,91,122
34,156,106,487,842,424,99,120
32,162,109,577,839,477,108,114
38,156,125,569,814,412,98,111
36,144,123,545,811,449,112,100
36,146,138,556,857,475,133,94
39,177,136,503,782,431,134,93
42,175,136,480,774,379,123,101
41,169,135,498,779,379,121,103
40,228,132,505,678,371,110,122
40,233,113,500,687,348,88,122
38,227,112,512,619,415,75,141
35,224,107,429,575,415,79,133
33,221,95,351,560,424,82,124
35,181,95,319,578,398,82,105
33,166,99,311,446,378,87,111
36,173,101,389,458,270,92,116
35,180,100,387,464,236,90,139
34,187,94,384,504,203,116,153
32,171,99,375,502,186,124,152
31,173,97,337,527,189,121,149
29,151,92,201,467,238,136,175
28,150,90,181,451,230,150,174
24,142,88,161,409,224,147,165
29,138,76,180,462,226,182,203
32,167,78,151,406,207,202,217
45,178,84,163,418,160,199,194
54,188,89,168,423,163,205,232
34,187,94,384,504,203,116,153
32,171,99,375,502,186,124,152
31,173,97,337,527,189,121,149
29,151,92,201,467,238,136,175
28,150,90,181,451,230,150,174
24,142,88,161,409,224,147,165
29,138,76,180,462,226,182,203
32,167,78,151,406,207,202,217
45,178,84,163,418,160,199,194
54,188,89,168,423,163,205,232
94,219,108,166,405,165,251,267
170,227,109,126,277,159,268,270
204,220,100,117,265,150,312,346
212,206,98,83,211,137,349,352
220,191,91,63,164,137,369,349
217,165,64,60,205,163,367,330
196,148,69,71,257,163,354,330
176,135,74,76,271,200,316,252
164,136,67,77,272,201,281,238
152,144,68,128,290,213,249,203
137,129,70,149,257,199,208,195
86,115,57,153,203,196,205,154
53,123,66,183,352,187,191,130
51,147,79,207,379,185,186,177
41,134,80,180,366,168,176,173
38,133,92,193,363,170,213,169
34,143,91,185,370,168,206,170
28,167,83,156,227,142,211,175
24,158,75,143,170,145,203,137
27,182,85,154,223,174,201,127
68,183,241,1110,1063,713,110,62
69,196,248,1083,1026,683,103,58
64,182,222,1153,1029,624,114,57
67,187,258,1187,920,654,116,53
59,189,257,1209,850,662,115,47
55,185,267,1104,818,689,120,51
61,165,273,1065,790,707,127,59
60,156,268,950,839,676,114,87
55,138,228,775,835,630,106,87
60,128,295,820,891,530,97,89
59,124,297,825,888,481,90,87
51,135,287,930,974,478,82,80
52,135,282,924,912,528,83,46
55,136,288,972,942,557,100,49
49,119,203,970,865,588,105,80
51,142,204,967,882,554,100,88
49,133,199,896,888,615,103,87
48,141,201,907,872,614,109,88
43,175,179,887,935,602,92,87
42,176,171,818,948,631,94,58
40,154,151,787,879,637,95,42
37,153,166,813,757,578,84,43
45,156,171,911,822,525,73,44
46,180,189,881,743,508,75,87
50,191,199,867,726,437,63,103
48,195,195,884,735,446,54,106
49,187,174,860,750,379,52,110
39,186,159,763,723,379,51,112
37,144,139,796,753,384,48,85
30,137,130,860,814,385,50,63
40,154,151,787,879,637,95,42
37,153,166,813,757,578,84,43
45,156,171,911,822,525,73,44
46,180,189,881,743,508,75,87
50,191,199,867,726,437,63,103
48,195,195,884,735,446,54,106
49,187,174,860,750,379,52,110
39,186,159,763,723,379,51,112
37,144,139,796,753,384,48,85
30,137,130,860,814,385,50,63
30,145,120,817,803,422,54,86
30,154,119,805,778,461,58,111
33,148,117,773,727,486,60,117
30,131,114,716,661,451,58,117
35,131,110,644,596,449,57,117
36,118,117,627,630,441,55,98
35,104,118,595,629,459,57,60
35,118,122,541,595,465,70,78
42,112,131,550,630,523,85,119
39,117,136,485,648,505,85,122
39,115,135,536,746,508,87,127
42,148,161,488,744,458,98,131
41,138,161,521,735,401,95,113
33,138,159,483,712,352,86,75
33,131,146,471,760,367,87,92
33,148,140,525,660,360,93,114
30,123,121,546,706,386,82,115
32,136,114,533,727,416,74,116
41,148,124,662,760,448,92,115
40,144,145,719,767,453,95,100
39,115,135,536,746,508,87,127
42,148,161,488,744,458,98,131
41,138,161,521,735,401,95,113
33,138,159,483,712,352,86,75
33,131,146,471,760,367,87,92
